t build_seconds sweep_seconds
1 4.0583000000000001e-05 0.00077454100000000001
2 0.00011654099999999999 0.001623375
3 3.15e-05 0.00059191699999999996
4 1.8e-05 0.00068650000000000004
5 3.1000000000000001e-05 0.00059716700000000001
6 3.1875000000000002e-05 0.00058820900000000002
7 3.15e-05 0.00058858300000000005
8 1.7125e-05 0.00054350000000000004
9 3.1333e-05 0.00072304200000000002
10 3.1208999999999999e-05 0.00059083300000000003
11 3.025e-05 0.023133291
12 3.1541999999999997e-05 0.0010902500000000001
13 3.0667000000000003e-05 0.00081570799999999995
14 3.1749999999999999e-05 0.00059750000000000005
15 3.2666999999999997e-05 0.00081150000000000005
16 3.1999999999999999e-05 0.00060920899999999999
17 1.7541999999999999e-05 0.00065574999999999997
18 3.0542e-05 0.00059870799999999999
19 2.9624999999999998e-05 0.000600375
20 3.0750000000000002e-05 0.00063095899999999995
21 3.6334000000000001e-05 0.000655125
22 3.1625000000000003e-05 0.00079579200000000003
23 3.1667e-05 0.000874875
24 3.2042000000000003e-05 0.00083566599999999999
25 3.1708000000000002e-05 0.00070554199999999997
26 3.0125e-05 0.00062479199999999999
27 2.9541999999999999e-05 0.00080720800000000001
28 3.1333e-05 0.00069837499999999999
29 1.7416999999999999e-05 0.00049574999999999999
30 3.4958e-05 0.00065770800000000001
31 3.3541999999999998e-05 0.00067012500000000004
32 1.7459e-05 0.00032941600000000002
33 1.5834000000000001e-05 0.00046166700000000002
34 4.8417000000000001e-05 0.00080454099999999998
35 6.1208000000000001e-05 0.00071475
36 1.7207999999999999e-05 0.00047037499999999998
37 3.6415999999999998e-05 0.00064987499999999995
38 3.4582999999999997e-05 0.00073954200000000004
39 2.9374999999999999e-05 0.00086037500000000003
40 5.8792000000000002e-05 0.00066608300000000004
41 1.6665999999999999e-05 0.00072770899999999999
42 4.1e-05 0.00088108399999999997
43 2.9292e-05 0.00096987500000000003
44 5.7416000000000001e-05 0.0009819169999999999
45 6.8083000000000005e-05 0.00079366599999999995
46 3.0375e-05 0.00078512500000000002
47 3.1000000000000001e-05 0.00074854200000000004
48 2.9708000000000001e-05 0.00063520899999999997
49 1.6917000000000001e-05 0.000535083
50 1.7e-05 0.00053016599999999999
51 3.0416000000000002e-05 0.00065383300000000004
52 2.9958999999999999e-05 0.00081912499999999997
53 5.8458000000000002e-05 0.00071100000000000004
54 2.9875000000000001e-05 0.00083312499999999999
55 3.0750000000000002e-05 0.00077420799999999997
56 2.9791999999999999e-05 0.000855333
57 2.9125e-05 0.00080012499999999995
58 3.1792000000000003e-05 0.00043391700000000003
59 1.6208000000000001e-05 0.00044558400000000001
60 3.0499999999999999e-05 0.00074770900000000005
61 3.7583999999999998e-05 0.00070874999999999996
62 3.4291000000000001e-05 0.00086700000000000004
